time,pelvis_tilt,pelvis_list,pelvis_rotation,pelvis_tx,pelvis_ty,pelvis_tz,hip_flexion_r,hip_adduction_r,hip_rotation_r,knee_angle_r,ankle_angle_r,subtalar_angle_r,mtp_angle_r,hip_flexion_l,hip_adduction_l,hip_rotation_l,knee_angle_l,ankle_angle_l,subtalar_angle_l,mtp_angle_l,lumbar_extension,lumbar_bending,lumbar_rotation
0.686683,-7.076846,6.947567,1.492193,0.754975,-5.084945,-2.562331,15.995007,-18.188341,-34.087591,14.765953,18.771574,20.138755,0.000000,-8.428770,9.469621,-6.378450,-57.172867,-10.141830,0.000000,0.000000,11.039244,-1.305531,-11.985175
0.696635,11.747413,-13.391767,-2.838849,0.162315,-2.553846,0.208699,-9.712435,7.656921,-19.372652,4.969659,-4.328029,19.903226,0.000000,-32.660050,-18.653904,-10.095012,-59.640512,7.039879,0.000000,0.000000,-13.723305,12.989931,2.801160
0.706587,-0.095431,-8.364597,11.222971,-0.691423,-3.649658,-0.850287,7.940631,4.355454,-20.940655,11.570957,-2.994938,-9.288332,0.000000,-10.778581,-8.008967,7.332559,-52.424557,-31.366946,0.000000,0.000000,-0.631286,11.206225,-7.263716
0.716538,-8.186832,2.126880,13.343624,0.298140,-5.086823,-2.340955,13.136139,-3.930736,-1.273184,6.556874,7.324911,-28.544136,0.000000,-5.780137,10.038966,12.302292,-57.145060,-41.770431,0.000000,0.000000,8.027836,6.486824,-25.690754
0.726490,-1.205723,-1.937816,17.944632,0.785588,-4.239685,-2.293168,-0.045836,2.627133,11.665582,-2.661155,-7.964858,-29.360939,0.000000,-13.161009,11.679979,26.582269,-57.239460,-30.269136,0.000000,0.000000,0.693511,10.454201,-25.534149
0.736442,-2.231953,-2.958427,8.322764,0.145741,-4.508800,-1.114848,4.464363,1.181127,5.154302,5.672675,2.703728,-5.453495,0.000000,-13.539739,-2.930292,-1.455184,-53.263005,-55.148629,2.836580,0.000000,1.156371,6.659687,-9.031600
0.746394,3.645695,-13.365170,-6.826373,-0.127229,-3.650453,1.539073,-4.915540,11.953191,18.690629,1.693380,-7.227625,-9.035839,0.000000,-30.448631,-32.641685,-34.550224,-46.741687,59.044832,267.478058,0.000000,-6.461277,8.452377,11.417858
0.756346,12.245062,-14.796517,8.365786,1.644146,-2.879240,-0.865652,-21.952844,14.563373,7.761077,-9.458172,-8.424914,-11.173587,0.000000,-40.681527,-16.265937,-13.065519,-51.939582,42.900058,93.775895,0.000000,-11.891744,16.299412,0.000656
0.766298,8.780400,-11.418161,8.151896,1.350526,-3.243739,-1.270798,-18.856204,11.340038,22.626862,-11.009680,-13.574958,-26.464512,0.000000,-31.632041,-2.711038,2.540242,-46.745999,-10.504499,17.796687,0.000000,-9.553200,14.753044,-3.780680
0.776250,-1.281619,-10.385207,5.355109,0.114749,-3.553581,-1.543858,1.127617,8.339311,16.964392,2.846031,-11.052614,-23.965813,0.000000,-18.129527,-2.538152,4.369480,-42.404602,-25.759391,11.652169,0.000000,-1.481289,16.012518,-1.384430
0.786202,-8.389095,-3.827624,-1.822547,0.409851,-3.863160,-1.131711,14.609233,-1.230464,8.960384,14.888041,1.210136,-11.418329,0.000000,-13.764852,5.710245,2.704107,-46.056917,-15.414612,1.436209,0.000000,6.844663,6.532372,4.902773
0.796154,-11.336931,1.251524,10.060246,1.289988,-4.325038,-2.347669,16.707321,-4.793870,16.788493,14.563754,4.292269,-23.585546,0.000000,-4.740501,18.884183,22.882250,-41.246079,-0.216861,-2.055814,0.000000,14.424863,4.770710,-9.581080
0.806106,-10.659126,0.398357,2.281214,0.123439,-3.603821,-1.114475,17.620657,-5.738469,33.190967,16.170871,2.165326,-33.036621,0.000000,3.059933,9.573993,19.215092,-14.645751,-45.718418,-12.268254,0.000000,10.659941,1.427715,-2.361398
0.816058,-10.193186,-2.185587,-6.513711,-0.629992,-2.526690,-0.367861,26.802611,-7.207424,6.344766,33.741625,8.487768,-0.985540,0.000000,0.891363,0.405002,12.366886,2.689919,-50.916400,-14.347159,0.000000,6.009276,2.589294,7.577152
0.826010,-3.521755,2.544560,-7.399424,-0.362113,-1.166060,-1.001751,32.399835,-15.176081,-36.135326,112.820855,11.359499,39.396202,0.000000,-5.970485,2.908708,14.967013,26.253732,-27.096617,-7.670580,0.000000,-1.497631,-0.241880,4.380072
0.835962,20.924904,21.137689,5.472966,1.766443,1.548943,-2.986769,-2.825210,-32.643793,-25.922844,6.584679,6.904093,13.148714,0.000000,-26.532115,33.289137,35.690720,57.418769,-1.453027,-81.504922,0.000000,-20.801610,-21.702956,-13.074640
0.845913,17.669341,14.889589,-4.983517,1.752400,1.701428,-1.247008,0.696392,-28.493637,6.504224,0.000000,5.940565,3.693502,0.000000,-27.092681,14.420269,5.789080,83.716320,-5.317300,-3.739627,0.000000,-17.924486,-19.649720,-0.709719
0.855865,8.137374,6.054390,-4.529229,1.883274,0.677309,-0.479540,10.163451,-15.884712,5.087251,0.000000,4.136811,-17.980809,0.000000,2.652791,-2.973685,6.362260,142.465874,-19.004304,-71.388685,0.000000,-7.348708,-7.935107,-0.357155
0.865817,21.719785,18.839691,-12.947074,1.866621,3.173461,-0.119529,1.334436,-34.790767,2.348913,34.670193,-3.792533,-13.178527,0.000000,-35.024995,16.525597,54.233573,105.088088,-58.167915,-117.364303,0.000000,-21.065140,-28.887471,5.896924
0.875769,-10.236236,-2.868339,10.562125,1.619651,0.504593,-2.261386,51.310380,-1.371943,-95.216684,120.215020,10.287831,75.688073,0.000000,-28.703358,26.709129,259.564635,22.880145,-105.753048,-376.288133,0.000000,12.384165,8.525817,-11.325627
0.885721,-10.149834,-19.627304,1.677506,3.148806,-0.096537,0.600352,29.385874,14.798671,-31.837027,43.658305,-7.996519,37.260455,0.000000,49.638943,-63.045852,-87.141992,208.468451,69.342810,40.458019,0.000000,13.516337,22.336124,1.436080
0.895673,-9.283361,-7.315845,9.935678,2.558733,0.443830,-0.547099,26.004189,5.940841,-16.541755,30.494189,-30.892693,1.577575,0.000000,90.565847,-71.470573,-282.023423,290.143983,170.688591,281.783403,0.000000,12.995505,12.255244,-10.887862
0.905625,-13.917675,-17.953098,-3.419863,3.281848,0.248870,2.660290,34.227636,7.680465,-57.727445,43.937909,-17.368077,99.331054,0.000000,81.797305,-112.751343,-372.038362,294.799732,225.227622,462.239603,0.000000,19.995668,17.102655,8.411393
0.915577,25.590413,35.834672,-2.938749,4.998226,4.281660,-0.012790,-32.041818,-38.834888,123.786543,-24.928837,-82.032268,-186.045211,0.000000,-134.626053,101.404017,301.593247,-118.403445,-171.754066,-474.137922,0.000000,-11.586041,-47.563931,-6.491522
0.925529,7.375049,34.188541,-3.893490,5.141562,2.051708,1.417977,5.675411,-38.663938,2.994522,10.328899,-43.410005,-17.126059,0.000000,-50.907614,55.843361,105.649095,-1.828164,-62.923609,-115.157523,0.000000,10.611712,-45.727683,-6.848418
0.935481,13.968538,25.711394,24.273663,2.951619,4.362577,-3.834112,6.896965,-23.311134,-35.495318,18.940353,-68.727131,-9.554829,0.000000,-35.005156,68.631364,118.855780,-35.457989,-150.349392,-136.744812,0.000000,-6.058310,-23.688950,-27.862816
0.945433,12.191438,32.873613,43.009721,-0.031595,5.941317,-7.058441,20.240493,-24.042544,-51.698465,31.077470,-72.481529,-2.678377,0.000000,-8.672845,78.218569,75.917224,-70.903831,-203.447498,-150.712080,0.000000,-12.222834,-23.976198,-49.264337
